persona,servicio,anio
Id_291,Serv_1,2019
Id_292,Serv_1,2019
Id_293,Serv_1,2019
Id_294,Serv_1,2019
Id_295,Serv_1,2019
Id_296,Serv_1,2019
Id_297,Serv_1,2019
Id_298,Serv_1,2019
Id_61,Serv_1,2020
Id_299,Serv_1,2020
Id_300,Serv_1,2020
Id_301,Serv_1,2020
Id_302,Serv_1,2020
Id_303,Serv_1,2020
Id_304,Serv_1,2020
Id_305,Serv_1,2020
Id_306,Serv_1,2020
Id_307,Serv_1,2020
Id_308,Serv_1,2020
Id_309,Serv_1,2020
Id_310,Serv_1,2020
Id_311,Serv_1,2020
Id_312,Serv_1,2020
Id_313,Serv_1,2020
Id_314,Serv_1,2020
Id_315,Serv_1,2020
Id_316,Serv_1,2020
Id_317,Serv_1,2020
Id_318,Serv_1,2020
Id_319,Serv_1,2020
Id_320,Serv_1,2020
Id_321,Serv_1,2020
Id_322,Serv_1,2020
Id_323,Serv_1,2020
Id_30,Serv_1,2020
Id_16,Serv_1,2020
Id_32,Serv_1,2020
Id_31,Serv_1,2020
Id_58,Serv_1,2020
Id_7,Serv_1,2020
Id_22,Serv_1,2020
Id_33,Serv_1,2020
Id_37,Serv_1,2020
Id_17,Serv_1,2020
Id_296,Serv_1,2020
Id_297,Serv_1,2020
Id_324,Serv_1,2020
Id_325,Serv_1,2020
Id_326,Serv_1,2020
Id_327,Serv_1,2020
Id_328,Serv_1,2020
Id_329,Serv_1,2020
Id_92,Serv_1,2020
Id_41,Serv_1,2020
Id_161,Serv_1,2020
Id_330,Serv_1,2020
Id_331,Serv_1,2020
Id_332,Serv_1,2020
Id_333,Serv_1,2020
Id_334,Serv_1,2020
Id_335,Serv_1,2020
Id_336,Serv_1,2020
Id_337,Serv_1,2020
Id_338,Serv_1,2020
Id_339,Serv_1,2020
Id_340,Serv_1,2020
Id_341,Serv_1,2020
Id_24,Serv_1,2020
Id_342,Serv_1,2020
Id_343,Serv_1,2020
Id_344,Serv_1,2020
Id_28,Serv_1,2020
Id_345,Serv_1,2020
Id_346,Serv_1,2020
Id_347,Serv_1,2020
Id_348,Serv_1,2020
Id_214,Serv_1,2020
Id_349,Serv_2,2020
Id_350,Serv_2,2020
Id_351,Serv_2,2020
Id_352,Serv_2,2020
Id_353,Serv_2,2020
Id_354,Serv_2,2020
Id_355,Serv_2,2020
Id_356,Serv_2,2020
Id_357,Serv_2,2020
Id_358,Serv_2,2020
Id_359,Serv_2,2020
Id_360,Serv_2,2020
Id_361,Serv_2,2020
Id_362,Serv_2,2020
Id_363,Serv_2,2020
Id_364,Serv_2,2020
Id_365,Serv_2,2020
Id_285,Serv_2,2020
Id_366,Serv_2,2020
Id_367,Serv_2,2020
Id_368,Serv_2,2020
Id_270,Serv_2,2020
Id_369,Serv_2,2020
Id_370,Serv_2,2020
Id_286,Serv_2,2020
Id_339,Serv_3,2020
Id_371,Serv_1,2020
Id_372,Serv_1,2020
Id_373,Serv_1,2020
Id_374,Serv_1,2020
Id_56,Serv_1,2020
Id_298,Serv_1,2020
Id_375,Serv_1,2020
Id_291,Serv_1,2020
Id_376,Serv_1,2020
Id_377,Serv_1,2020
Id_29,Serv_1,2020
Id_157,Serv_1,2020
Id_378,Serv_1,2020
Id_379,Serv_1,2020
Id_380,Serv_1,2020
Id_381,Serv_1,2020
Id_45,Serv_1,2020
Id_382,Serv_1,2020
Id_383,Serv_1,2020
Id_384,Serv_1,2020
Id_385,Serv_1,2020
Id_9,Serv_1,2020
Id_386,Serv_1,2020
Id_387,Serv_1,2020
Id_388,Serv_1,2020
Id_389,Serv_1,2020
Id_390,Serv_1,2020
Id_391,Serv_1,2020
Id_392,Serv_1,2020
Id_393,Serv_1,2020
Id_394,Serv_1,2020
Id_18,Serv_1,2020
Id_395,Serv_1,2020
Id_396,Serv_1,2020
Id_397,Serv_1,2020
Id_398,Serv_1,2020
Id_399,Serv_1,2020
Id_400,Serv_1,2020
Id_292,Serv_1,2020
Id_401,Serv_1,2020
Id_402,Serv_1,2020
Id_403,Serv_1,2020
Id_269,Serv_1,2020
Id_404,Serv_1,2020
Id_405,Serv_1,2020
Id_406,Serv_1,2020
Id_407,Serv_1,2020
Id_408,Serv_1,2020
Id_409,Serv_1,2020
Id_410,Serv_1,2020
Id_411,Serv_1,2020
Id_1,Serv_1,2020
Id_412,Serv_1,2020
Id_413,Serv_1,2020
Id_414,Serv_1,2020
Id_415,Serv_1,2020
Id_416,Serv_1,2020
Id_417,Serv_1,2020
Id_418,Serv_1,2020
Id_419,Serv_1,2020
Id_420,Serv_1,2020
Id_421,Serv_1,2020
Id_422,Serv_1,2020
Id_423,Serv_1,2020
Id_424,Serv_1,2020
Id_48,Serv_1,2020
Id_425,Serv_1,2020
Id_426,Serv_1,2020
Id_427,Serv_1,2020
Id_428,Serv_1,2020
Id_429,Serv_1,2020
Id_430,Serv_1,2020
Id_431,Serv_1,2020
Id_432,Serv_1,2020
Id_6,Serv_1,2020
Id_433,Serv_1,2020
Id_434,Serv_1,2020
Id_435,Serv_1,2020
Id_436,Serv_1,2020
Id_437,Serv_1,2020
Id_438,Serv_1,2020
Id_439,Serv_1,2020
Id_440,Serv_1,2020
Id_441,Serv_1,2020
Id_442,Serv_1,2020
Id_443,Serv_1,2020
Id_444,Serv_1,2020
Id_445,Serv_1,2020
Id_446,Serv_1,2020
Id_447,Serv_1,2020
Id_448,Serv_1,2020
Id_449,Serv_1,2020
Id_450,Serv_1,2020
Id_451,Serv_1,2020
Id_452,Serv_1,2020
Id_453,Serv_1,2020
Id_454,Serv_1,2020
Id_455,Serv_1,2020
Id_456,Serv_1,2020
Id_457,Serv_1,2020
Id_458,Serv_1,2020
Id_22,Serv_4,2020
Id_374,Serv_4,2020
Id_58,Serv_4,2020
Id_92,Serv_4,2020
Id_56,Serv_4,2020
Id_459,Serv_4,2020
Id_460,Serv_4,2020
Id_461,Serv_4,2020
Id_462,Serv_4,2020
Id_463,Serv_4,2020
Id_37,Serv_4,2020
Id_33,Serv_4,2020
Id_45,Serv_4,2020
Id_385,Serv_4,2020
Id_383,Serv_4,2020
Id_31,Serv_4,2020
Id_335,Serv_4,2020
Id_334,Serv_4,2020
Id_329,Serv_4,2020
Id_7,Serv_4,2020
Id_22,Serv_5,2020
Id_33,Serv_5,2020
Id_464,Serv_2,2020
Id_341,Serv_2,2020
Id_465,Serv_2,2020
Id_373,Serv_2,2020
Id_336,Serv_2,2020
Id_37,Serv_2,2020
Id_240,Serv_2,2020
Id_33,Serv_2,2020
Id_49,Serv_2,2020
Id_466,Serv_2,2020
Id_30,Serv_2,2020
Id_467,Serv_2,2020
Id_468,Serv_2,2020
Id_469,Serv_2,2020
Id_470,Serv_2,2020
Id_393,Serv_2,2020
Id_471,Serv_2,2020
Id_472,Serv_2,2020
Id_376,Serv_2,2020
Id_161,Serv_2,2020
Id_372,Serv_2,2020
Id_473,Serv_2,2020
Id_474,Serv_2,2020
Id_475,Serv_2,2020
Id_476,Serv_2,2020
Id_477,Serv_2,2020
Id_478,Serv_2,2020
Id_479,Serv_2,2020
Id_480,Serv_2,2020
Id_157,Serv_2,2020
Id_481,Serv_2,2020
Id_482,Serv_2,2020
Id_483,Serv_2,2020
Id_385,Serv_2,2020
Id_484,Serv_2,2020
Id_485,Serv_2,2020
Id_486,Serv_2,2020
Id_487,Serv_2,2020
Id_344,Serv_2,2020
Id_488,Serv_2,2020
Id_489,Serv_2,2020
Id_490,Serv_2,2020
Id_491,Serv_2,2020
Id_186,Serv_2,2020
Id_18,Serv_2,2020
Id_391,Serv_2,2020
Id_492,Serv_2,2020
Id_326,Serv_2,2020
Id_493,Serv_2,2020
Id_494,Serv_2,2020
Id_297,Serv_2,2020
Id_423,Serv_2,2020
Id_495,Serv_2,2020
Id_496,Serv_2,2020
Id_30,Serv_4,2020
Id_423,Serv_4,2020
Id_298,Serv_4,2020
Id_372,Serv_4,2020
Id_391,Serv_4,2020
Id_431,Serv_4,2020
Id_384,Serv_4,2020
Id_409,Serv_4,2020
Id_386,Serv_4,2020
Id_456,Serv_2,2020
Id_497,Serv_1,2020
Id_58,Serv_3,2020
Id_498,Serv_2,2020
Id_499,Serv_2,2020
Id_500,Serv_2,2020
Id_501,Serv_2,2020
Id_502,Serv_2,2020
Id_503,Serv_2,2020
Id_504,Serv_2,2020
Id_505,Serv_2,2020
Id_506,Serv_2,2020
Id_507,Serv_2,2020
Id_508,Serv_2,2020
Id_509,Serv_2,2020
Id_510,Serv_2,2020
Id_511,Serv_2,2020
Id_512,Serv_2,2020
Id_513,Serv_2,2020
Id_514,Serv_2,2020
Id_515,Serv_2,2020
Id_516,Serv_2,2020
Id_517,Serv_2,2020
Id_518,Serv_2,2020
Id_519,Serv_2,2020
Id_520,Serv_2,2020
Id_521,Serv_2,2020
Id_522,Serv_2,2020
Id_523,Serv_2,2020
Id_524,Serv_2,2020
Id_525,Serv_2,2020
Id_526,Serv_2,2020
Id_527,Serv_2,2020
Id_528,Serv_2,2020
Id_529,Serv_2,2020
Id_530,Serv_2,2020
Id_531,Serv_2,2020
Id_532,Serv_2,2020
Id_533,Serv_2,2020
Id_534,Serv_2,2020
Id_535,Serv_2,2020
Id_536,Serv_2,2020
Id_537,Serv_2,2020
Id_538,Serv_2,2020
Id_539,Serv_2,2020
Id_540,Serv_2,2020
Id_541,Serv_2,2020
Id_542,Serv_2,2020
Id_543,Serv_2,2020
Id_544,Serv_2,2020
Id_545,Serv_2,2020
Id_546,Serv_2,2020
Id_547,Serv_2,2020
Id_548,Serv_2,2020
Id_549,Serv_2,2020
Id_550,Serv_2,2020
Id_551,Serv_2,2020
Id_552,Serv_2,2020
Id_553,Serv_2,2020
Id_554,Serv_2,2020
Id_555,Serv_2,2020
Id_556,Serv_2,2020
Id_557,Serv_2,2020
Id_558,Serv_2,2020
Id_559,Serv_2,2020
Id_560,Serv_2,2020
Id_338,Serv_2,2020
Id_561,Serv_2,2020
Id_562,Serv_2,2020
Id_563,Serv_1,2020
Id_564,Serv_1,2020
Id_565,Serv_1,2020
Id_566,Serv_1,2020
Id_567,Serv_1,2020
Id_568,Serv_1,2020
Id_569,Serv_1,2020
Id_570,Serv_1,2020
Id_571,Serv_1,2020
Id_572,Serv_1,2020
Id_573,Serv_1,2020
Id_574,Serv_1,2020
Id_575,Serv_1,2020
Id_576,Serv_1,2020
Id_577,Serv_1,2020
Id_578,Serv_1,2020
Id_579,Serv_1,2020
Id_580,Serv_1,2020
Id_581,Serv_1,2020
Id_582,Serv_1,2020
Id_583,Serv_1,2020
Id_584,Serv_1,2020
Id_585,Serv_1,2020
Id_586,Serv_1,2020
Id_587,Serv_1,2020
Id_588,Serv_1,2020
Id_589,Serv_1,2020
Id_590,Serv_1,2020
Id_591,Serv_1,2020
Id_592,Serv_1,2020
Id_593,Serv_1,2020
Id_594,Serv_1,2020
Id_595,Serv_1,2020
Id_296,Serv_4,2020
Id_340,Serv_4,2020
Id_45,Serv_6,2020
Id_385,Serv_6,2020
Id_596,Serv_2,2020
Id_597,Serv_2,2020
Id_598,Serv_2,2020
Id_599,Serv_2,2020
Id_600,Serv_2,2020
Id_601,Serv_2,2020
Id_602,Serv_2,2020
Id_603,Serv_2,2020
Id_604,Serv_2,2020
Id_605,Serv_2,2020
Id_606,Serv_2,2020
Id_607,Serv_2,2020
Id_608,Serv_2,2020
Id_609,Serv_2,2020
Id_610,Serv_2,2020
Id_611,Serv_2,2020
Id_612,Serv_2,2020
Id_613,Serv_2,2020
Id_614,Serv_2,2020
Id_615,Serv_2,2020
Id_616,Serv_2,2020
Id_617,Serv_2,2020
Id_618,Serv_2,2020
Id_619,Serv_2,2020
Id_620,Serv_2,2020
Id_621,Serv_2,2020
Id_622,Serv_2,2020
Id_623,Serv_2,2020
Id_624,Serv_2,2020
Id_625,Serv_2,2020
Id_626,Serv_2,2020
Id_627,Serv_2,2020
Id_628,Serv_2,2020
Id_629,Serv_2,2020
Id_630,Serv_2,2020
Id_631,Serv_2,2020
Id_632,Serv_2,2020
Id_633,Serv_2,2020
Id_634,Serv_2,2020
Id_635,Serv_2,2020
Id_636,Serv_2,2020
Id_637,Serv_2,2020
Id_638,Serv_2,2020
Id_639,Serv_2,2020
Id_640,Serv_2,2020
Id_641,Serv_2,2020
Id_642,Serv_2,2020
Id_643,Serv_2,2020
Id_644,Serv_2,2020
Id_645,Serv_2,2020
Id_646,Serv_2,2020
Id_647,Serv_2,2020
Id_648,Serv_2,2020
Id_649,Serv_2,2020
Id_650,Serv_2,2020
Id_651,Serv_2,2020
Id_652,Serv_2,2020
Id_653,Serv_2,2020
Id_654,Serv_2,2020
Id_655,Serv_2,2020
Id_656,Serv_2,2020
Id_657,Serv_2,2020
Id_658,Serv_2,2020
Id_659,Serv_2,2020
Id_660,Serv_2,2020
Id_661,Serv_2,2020
Id_662,Serv_2,2020
Id_663,Serv_2,2020
Id_664,Serv_2,2020
Id_665,Serv_2,2020
Id_666,Serv_2,2020
Id_667,Serv_2,2020
Id_668,Serv_2,2020
Id_669,Serv_2,2020
Id_670,Serv_2,2020
Id_671,Serv_2,2020
Id_672,Serv_2,2020
Id_673,Serv_2,2020
Id_674,Serv_2,2020
Id_675,Serv_2,2020
Id_395,Serv_2,2020
Id_676,Serv_2,2020
Id_677,Serv_2,2020
Id_191,Serv_2,2020
Id_678,Serv_2,2020
Id_31,Serv_2,2020
Id_679,Serv_2,2020
Id_680,Serv_2,2020
Id_681,Serv_2,2020
Id_682,Serv_2,2020
Id_683,Serv_2,2020
Id_684,Serv_2,2020
Id_685,Serv_2,2020
Id_686,Serv_2,2020
Id_687,Serv_2,2020
Id_688,Serv_2,2020
Id_406,Serv_2,2020
Id_291,Serv_2,2020
Id_563,Serv_4,2020
Id_76,Serv_4,2020
Id_646,Serv_6,2020
Id_689,Serv_2,2020
Id_452,Serv_2,2020
Id_690,Serv_2,2020
Id_691,Serv_2,2020
Id_692,Serv_2,2020
Id_693,Serv_2,2020
Id_694,Serv_2,2020
Id_695,Serv_2,2020
Id_696,Serv_2,2020
Id_697,Serv_2,2020
Id_698,Serv_2,2020
Id_699,Serv_2,2020
Id_700,Serv_2,2020
Id_701,Serv_2,2020
Id_702,Serv_2,2020
Id_703,Serv_2,2020
Id_704,Serv_2,2020
Id_705,Serv_2,2020
Id_706,Serv_2,2020
Id_453,Serv_2,2020
Id_707,Serv_2,2020
Id_708,Serv_2,2020
Id_709,Serv_2,2020
Id_710,Serv_2,2020
Id_711,Serv_2,2020
Id_712,Serv_2,2020
Id_713,Serv_2,2020
Id_714,Serv_2,2020
Id_715,Serv_2,2020
Id_716,Serv_2,2020
Id_717,Serv_2,2020
Id_718,Serv_2,2020
Id_719,Serv_2,2020
Id_720,Serv_2,2020
Id_721,Serv_2,2020
Id_722,Serv_2,2020
Id_723,Serv_2,2020
Id_724,Serv_2,2020
Id_725,Serv_2,2020
Id_726,Serv_2,2020
Id_727,Serv_2,2020
Id_728,Serv_2,2020
Id_729,Serv_2,2020
Id_730,Serv_2,2020
Id_731,Serv_2,2020
Id_732,Serv_2,2020
Id_733,Serv_2,2020
Id_734,Serv_2,2020
Id_735,Serv_2,2020
Id_736,Serv_2,2020
Id_737,Serv_2,2020
Id_738,Serv_2,2020
Id_739,Serv_2,2020
Id_740,Serv_2,2020
Id_741,Serv_2,2020
Id_742,Serv_2,2020
Id_743,Serv_2,2020
Id_744,Serv_2,2020
Id_745,Serv_2,2020
Id_746,Serv_2,2020
Id_747,Serv_2,2020
Id_748,Serv_2,2020
Id_749,Serv_2,2020
Id_750,Serv_2,2020
Id_751,Serv_2,2020
Id_752,Serv_2,2020
Id_753,Serv_2,2020
Id_754,Serv_2,2020
Id_755,Serv_2,2020
Id_756,Serv_2,2020
Id_757,Serv_2,2020
Id_758,Serv_2,2020
Id_759,Serv_2,2020
Id_760,Serv_2,2020
Id_761,Serv_2,2020
Id_762,Serv_2,2020
Id_763,Serv_2,2020
Id_764,Serv_2,2020
Id_765,Serv_2,2020
Id_766,Serv_2,2020
Id_767,Serv_2,2020
Id_768,Serv_2,2020
Id_769,Serv_2,2020
Id_770,Serv_2,2020
Id_771,Serv_2,2020
Id_772,Serv_2,2020
Id_773,Serv_2,2020
Id_774,Serv_2,2020
Id_775,Serv_2,2020
Id_776,Serv_2,2020
Id_777,Serv_2,2020
Id_778,Serv_2,2020
Id_779,Serv_2,2020
Id_780,Serv_2,2020
Id_781,Serv_2,2020
Id_782,Serv_2,2020
Id_783,Serv_2,2020
Id_784,Serv_2,2020
Id_785,Serv_2,2020
Id_786,Serv_2,2020
Id_787,Serv_2,2020
Id_788,Serv_2,2020
Id_789,Serv_2,2020
Id_790,Serv_2,2020
Id_791,Serv_2,2020
Id_792,Serv_2,2020
Id_793,Serv_2,2020
Id_794,Serv_2,2020
Id_795,Serv_2,2020
Id_796,Serv_2,2020
Id_797,Serv_2,2020
Id_798,Serv_2,2020
Id_799,Serv_2,2020
Id_800,Serv_2,2020
Id_801,Serv_2,2020
Id_802,Serv_2,2020
Id_803,Serv_2,2020
Id_804,Serv_2,2020
Id_805,Serv_2,2020
Id_806,Serv_2,2020
Id_807,Serv_2,2020
Id_808,Serv_2,2020
Id_809,Serv_2,2020
Id_810,Serv_2,2020
Id_811,Serv_2,2020
Id_812,Serv_2,2020
Id_813,Serv_2,2020
Id_814,Serv_2,2020
Id_815,Serv_2,2020
Id_816,Serv_2,2020
Id_817,Serv_2,2020
Id_818,Serv_2,2020
Id_819,Serv_2,2020
Id_820,Serv_2,2020
Id_821,Serv_2,2020
Id_822,Serv_2,2020
Id_823,Serv_2,2020
Id_824,Serv_2,2020
Id_825,Serv_2,2020
Id_826,Serv_2,2020
Id_827,Serv_2,2020
Id_828,Serv_2,2020
Id_829,Serv_2,2020
Id_76,Serv_2,2020
Id_830,Serv_2,2020
Id_831,Serv_2,2020
Id_832,Serv_2,2020
Id_833,Serv_2,2020
Id_834,Serv_2,2020
Id_835,Serv_2,2020
Id_836,Serv_2,2020
Id_837,Serv_2,2020
Id_838,Serv_2,2020
Id_839,Serv_2,2020
Id_840,Serv_2,2020
Id_841,Serv_2,2020
Id_842,Serv_2,2020
Id_843,Serv_2,2020
Id_844,Serv_2,2020
Id_845,Serv_2,2020
Id_846,Serv_2,2020
Id_847,Serv_2,2020
Id_848,Serv_2,2020
Id_849,Serv_2,2020
Id_850,Serv_2,2020
Id_851,Serv_2,2020
Id_852,Serv_2,2020
Id_853,Serv_2,2020
Id_854,Serv_2,2020
Id_855,Serv_2,2020
Id_856,Serv_6,2020
Id_29,Serv_6,2020
Id_444,Serv_6,2020
Id_857,Serv_6,2020
Id_563,Serv_6,2020
Id_766,Serv_1,2020
Id_817,Serv_1,2020
Id_719,Serv_1,2020
Id_661,Serv_1,2020
Id_793,Serv_1,2020
Id_808,Serv_1,2020
Id_772,Serv_1,2020
Id_858,Serv_1,2020
Id_859,Serv_1,2020
Id_860,Serv_1,2020
Id_697,Serv_1,2020
Id_856,Serv_1,2020
Id_861,Serv_1,2020
Id_702,Serv_1,2020
Id_796,Serv_1,2020
Id_862,Serv_1,2020
Id_801,Serv_1,2020
Id_863,Serv_1,2020
Id_864,Serv_1,2020
Id_865,Serv_1,2020
Id_866,Serv_1,2020
Id_467,Serv_1,2020
Id_848,Serv_1,2020
Id_752,Serv_1,2020
Id_867,Serv_1,2020
Id_868,Serv_1,2020
Id_869,Serv_1,2020
Id_870,Serv_1,2020
Id_871,Serv_1,2020
Id_836,Serv_1,2020
Id_761,Serv_1,2020
Id_872,Serv_1,2020
Id_873,Serv_1,2020
Id_874,Serv_1,2020
Id_696,Serv_1,2020
Id_875,Serv_1,2020
Id_876,Serv_1,2020
